priority,review_id,issue_id,issue_label,entries_total,actors_total,first_date,last_date,current_primary_cluster_id,current_cluster_ids,current_matches,route,decision,reviewed_primary_cluster_id,reviewed_cluster_ids,reviewer,reviewed_at,rationale,next_action
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3211,policy-event:boe:boe_api_legal:BOE-A-2026-3211,"Real Decreto 87/2026, de 11 de febrero, por el que se establece el Certificado profesional en Ilustración técnica, de la familia profesional Artes Gráficas, se fija su currículo y las ofertas de grados B y A incluidas e...",1,1,2026-02-12,2026-02-12,labor-social-rights,"[""labor-social-rights""]","[{""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""familia""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3211-1d95axy/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,Professional certificate curriculum belongs in education/training.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3212,policy-event:boe:boe_api_legal:BOE-A-2026-3212,"Real Decreto 88/2026, de 11 de febrero, por el que se aprueba el Reglamento general de suministro, comercialización y agregación de energía eléctrica.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3212-1d95axx/,set_clusters,climate-environment-water,"[""climate-environment-water""]",Dev,2026-05-11,Electricity supply and commercialization regulation belongs in energy/environment bucket.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3214,policy-event:boe:boe_api_legal:BOE-A-2026-3214,"Real Decreto 89/2026, de 11 de febrero, por el que se modifica el Real Decreto 158/2021, de 16 de marzo, por el que se regula la composición y funciones del Consejo Asesor para la Promoción Estratégica y Comercial de Ca...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3214-1d95axv/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Canary Islands advisory body composition is institutional/territorial governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3215,policy-event:boe:boe_api_legal:BOE-A-2026-3215,"Real Decreto 90/2026, de 11 de febrero, por el que se regula el procedimiento de financiación selectiva de los productos sanitarios con cargo a la prestación farmacéutica del Sistema Nacional de Salud para pacientes no...",1,1,2026-02-12,2026-02-12,health-care,"[""health-care""]","[{""cluster_id"": ""health-care"", ""issue_review_status"": ""heuristic"", ""label"": ""Sanidad, cuidados, pacientes y salud publica"", ""matched_keywords"": [""salud""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3215-1d95axu/,set_clusters,health-care,"[""health-care""]",Dev,2026-05-11,Health-product financing under national health system.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3221,boe-appointment:boe:boe_api_legal:BOE-A-2026-3221,"Real Decreto 94/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Alejandro Gonzalo Escámez Fernández como Segundo Jefe del Estado Mayor del Ejércit...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3221-kyd30u/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3221,policy-event:boe:boe_api_legal:BOE-A-2026-3221,"Real Decreto 94/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Alejandro Gonzalo Escámez Fernández como Segundo Jefe del Estado Mayor del Ejércit...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3221-1d95ath/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3222,boe-appointment:boe:boe_api_legal:BOE-A-2026-3222,"Real Decreto 95/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Manuel Busquier Sáez como Inspector General del Ejército de Tierra.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3222-kyd30t/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3222,policy-event:boe:boe_api_legal:BOE-A-2026-3222,"Real Decreto 95/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Manuel Busquier Sáez como Inspector General del Ejército de Tierra.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3222-1d95ati/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3223,boe-appointment:boe:boe_api_legal:BOE-A-2026-3223,"Real Decreto 96/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Antonio Jesús Cabrerizo Calatrava como Jefe del Mando de Personal del Ejército de...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3223-kyd30s/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3223,policy-event:boe:boe_api_legal:BOE-A-2026-3223,"Real Decreto 96/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Antonio Jesús Cabrerizo Calatrava como Jefe del Mando de Personal del Ejército de...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3223-1d95atj/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:boe-appointment:boe:boe_api_legal:BOE-A-2026-3224,boe-appointment:boe:boe_api_legal:BOE-A-2026-3224,"Real Decreto 97/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Raimundo Rodríguez Roca como Jefe del Mando de Apoyo Logístico del Ejército de Tie...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/boe-appointment-boe-boe-api-legal-boe-a-2026-3224-kyd30r/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3224,policy-event:boe:boe_api_legal:BOE-A-2026-3224,"Real Decreto 97/2026, de 11 de febrero, por el que se dispone el cese del Teniente General del Cuerpo General del Ejército de Tierra don Raimundo Rodríguez Roca como Jefe del Mando de Apoyo Logístico del Ejército de Tie...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3224-1d95atc/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,Defense senior command dismissal belongs in security/defense governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3225,policy-event:boe:boe_api_legal:BOE-A-2026-3225,"Real Decreto 98/2026, de 11 de febrero, por el que se promueve al empleo de Teniente General del Cuerpo General del Ejército de Tierra al General de División don Guillermo Ramírez Altozano.",1,1,2026-02-12,2026-02-12,labor-social-rights,"[""labor-social-rights""]","[{""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""empleo""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3225-1d95atd/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,"Military promotion belongs in security/defense governance, not labor despite the word empleo.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3226,policy-event:boe:boe_api_legal:BOE-A-2026-3226,"Real Decreto 99/2026, de 11 de febrero, por el que se promueve al empleo de Teniente General del Cuerpo General del Ejército de Tierra al General de División don Joaquín Broch Hueso.",1,1,2026-02-12,2026-02-12,labor-social-rights,"[""labor-social-rights""]","[{""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""empleo""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3226-1d95ate/,set_clusters,justice-security-rights,"[""justice-security-rights""]",Dev,2026-05-11,"Military promotion belongs in security/defense governance, not labor despite the word empleo.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3262,policy-event:boe:boe_api_legal:BOE-A-2026-3262,"Resolución 1A0/38044/2026, de 22 de enero, del Centro Criptológico Nacional, por la que se certifica la seguridad del producto «THC80F480C/384C/340C/280C/256C/228C/176C/150C Secure Microcontroller Version 1.0», solicita...",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3262-1d95apu/,set_clusters,digital-finance-technology,"[""digital-finance-technology"", ""justice-security-rights""]",Dev,2026-05-11,CCN product security certification is cybersecurity with security-governance relevance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3264,policy-event:boe:boe_api_legal:BOE-A-2026-3264,"Resolución 1A0/38045/2026, de 26 de enero, del Centro Criptológico Nacional, por la que se certifica la seguridad del producto «Yubikey 5 CCN Series v5.7.4», solicitado por Yubico AB.",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3264-1d95apw/,set_clusters,digital-finance-technology,"[""digital-finance-technology"", ""justice-security-rights""]",Dev,2026-05-11,CCN product security certification is cybersecurity with security-governance relevance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3263,policy-event:boe:boe_api_legal:BOE-A-2026-3263,"Resolución 1A0/38046/2026, de 22 de enero, del Centro Criptológico Nacional, por la que se certifica la seguridad del producto «SDE-10000», solicitado por Teldat, SA.",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3263-1d95apv/,set_clusters,digital-finance-technology,"[""digital-finance-technology"", ""justice-security-rights""]",Dev,2026-05-11,CCN product security certification is cybersecurity with security-governance relevance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3261,policy-event:boe:boe_api_legal:BOE-A-2026-3261,"Resolución 1A0/38047/2026, de 20 de enero, del Centro Criptológico Nacional, por la que se certifica la seguridad del producto «A400M MPRS_TOE_Std_E_5.5», solicitado por Airbus Defence and Space.",1,1,2026-02-12,2026-02-12,justice-security-rights,"[""justice-security-rights""]","[{""cluster_id"": ""justice-security-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Justicia, seguridad, derechos y orden publico"", ""matched_keywords"": [""seguridad""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3261-1d95apt/,set_clusters,digital-finance-technology,"[""digital-finance-technology"", ""justice-security-rights""]",Dev,2026-05-11,CCN product security certification is cybersecurity with security-governance relevance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3260,policy-event:boe:boe_api_legal:BOE-A-2026-3260,"Resolución 600/38042/2026, de 23 de enero, de la Jefatura de Estado Mayor de la Armada, por la que se establecen los módulos profesionales de los ciclos formativos de grado medio exigibles para la firma del compromiso d...",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3260-1d95aps/,set_clusters,justice-security-rights,"[""justice-security-rights"", ""education-culture""]",Dev,2026-05-11,"Military training modules primarily belong in defense/security, with education/training secondary.",copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3268,policy-event:boe:boe_api_legal:BOE-A-2026-3268,"Resolución de 10 de febrero de 2026, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se deja sin efecto y sustituye la de 23 de diciembre de 2025, por la que se aprueba el listado de loc...",1,1,2026-02-12,2026-02-12,public-finance-taxation,"[""public-finance-taxation""]","[{""cluster_id"": ""public-finance-taxation"", ""issue_review_status"": ""heuristic"", ""label"": ""Hacienda publica, presupuestos e impuestos"", ""matched_keywords"": [""tributaria""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3268-1d95aq0/,set_clusters,public-finance-taxation,"[""public-finance-taxation"", ""international-relations-treaties""]",Dev,2026-05-11,Import/locality list under Gaza urgent measures is customs/finance with international-policy context.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3278,policy-event:boe:boe_api_legal:BOE-A-2026-3278,"Resolución de 10 de febrero de 2026, de la Secretaría General de Pesca, por la que se establecen disposiciones de ordenación de la pesquería de caballa, stock MAC/2CX14, para los buques de los censos de las flotas de al...",1,1,2026-02-12,2026-02-12,agriculture-food-rural,"[""agriculture-food-rural"", ""labor-social-rights""]","[{""cluster_id"": ""agriculture-food-rural"", ""issue_review_status"": ""heuristic"", ""label"": ""Agricultura, alimentacion, pesca y medio rural"", ""matched_keywords"": [""pesca""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""menores""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3278-1d95asp/,set_clusters,agriculture-food-rural,"[""agriculture-food-rural""]",Dev,2026-05-11,Fishery ordering provisions.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3244,policy-event:boe:boe_api_legal:BOE-A-2026-3244,"Resolución de 10 de febrero de 2026, de la Subsecretaría, por la que se corrigen errores en la de 2 de febrero de 2026, por la que se resuelve el concurso específico, convocado por Resolución de 20 de mayo de 2025.",1,1,2026-02-12,2026-02-12,other-official-actions,"[""other-official-actions""]","[{""cluster_id"": ""other-official-actions"", ""issue_review_status"": ""heuristic"", ""label"": ""Otras actuaciones oficiales pendientes de agrupacion manual"", ""matched_keywords"": [], ""method"": ""fallback_manual_grouping_needed_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3244-1d95arq/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,Science/universities ministry personnel destination belongs in education/research governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3289,policy-event:boe:boe_api_legal:BOE-A-2026-3289,"Resolución de 11 de febrero de 2026, del Banco de España, por la que se publican los cambios del euro correspondientes al día 11 de febrero de 2026, publicados por el Banco Central Europeo, que tendrán la consideración...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""acuerdo""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3289-1d95b2f/,set_clusters,public-finance-taxation,"[""public-finance-taxation""]",Dev,2026-05-11,Official euro exchange rates belong in finance/monetary administration.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3273,policy-event:boe:boe_api_legal:BOE-A-2026-3273,"Resolución de 12 de diciembre de 2025, de la Autoridad Portuaria de Pasaia, por la que se publica el Convenio con la Diputación Foral de Gipuzkoa, el Ayuntamiento de Pasaia y Sprilur, SA, para la reurbanización del ento...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3273-1d95asi/,set_clusters,territorial-autonomy-institutional-reform,"[""territorial-autonomy-institutional-reform""]",Dev,2026-05-11,Port/municipal/provincial urban redevelopment agreement belongs in territorial/local governance.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3276,policy-event:boe:boe_api_legal:BOE-A-2026-3276,"Resolución de 15 de enero de 2026, de la Dirección General de Trabajo, por la que se registra y publica el Acta en la que se acuerda el incremento salarial fijo para el año 2026, de la Comisión Mixta del Convenio colect...",1,1,2026-02-12,2026-02-12,labor-social-rights,"[""labor-social-rights"", ""international-relations-treaties""]","[{""cluster_id"": ""labor-social-rights"", ""issue_review_status"": ""heuristic"", ""label"": ""Trabajo, derechos sociales, juventud y hogares"", ""matched_keywords"": [""trabajo""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3276-1d95asn/,set_clusters,labor-social-rights,"[""labor-social-rights""]",Dev,2026-05-11,Collective agreement wage increase belongs in labor rights.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3275,policy-event:boe:boe_api_legal:BOE-A-2026-3275,"Resolución de 16 de enero de 2026, de la Autoridad Portuaria de la Bahía de Algeciras, por la que se publica el Convenio con la Asociación Comunidad Portuaria Bahía de Algeciras, para la promoción conjunta del Puerto Ba...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3275-1d95ask/,set_clusters,other-official-actions,"[""other-official-actions""]",Dev,2026-05-11,Port promotion agreement has no clear current citizen bucket.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3274,policy-event:boe:boe_api_legal:BOE-A-2026-3274,"Resolución de 17 de diciembre de 2025, de la Autoridad Portuaria de Ferrol San-Cibrao, por la que se publica Adenda de prórroga del Convenio con el Colegio de Ingenieros de Caminos, Canales y Puertos, para el visado de...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3274-1d95asl/,set_clusters,other-official-actions,"[""other-official-actions""]",Dev,2026-05-11,Professional visa agreement for port authority has no clear current citizen bucket.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3272,policy-event:boe:boe_api_legal:BOE-A-2026-3272,"Resolución de 19 de enero de 2026, de la Autoridad Portuaria de Santa Cruz de Tenerife, por la que se publica el Convenio con la Universidad de Las Palmas de Gran Canaria, para la realización de prácticas de los alumnos...",1,1,2026-02-12,2026-02-12,education-culture,"[""education-culture"", ""international-relations-treaties""]","[{""cluster_id"": ""education-culture"", ""issue_review_status"": ""heuristic"", ""label"": ""Educacion, cultura, universidades y formacion"", ""matched_keywords"": [""universidad""], ""method"": ""label_keyword_v1""}, {""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3272-1d95asj/,set_clusters,education-culture,"[""education-culture""]",Dev,2026-05-11,University student practice agreement.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
60,issue-cluster-assignment-review:policy-event:boe:boe_api_legal:BOE-A-2026-3280,policy-event:boe:boe_api_legal:BOE-A-2026-3280,"Resolución de 2 de febrero de 2026, de ICEX España Exportación e Inversiones, E.P.E., por la que se publica el Convenio con la Confederación Española de Organizaciones Empresariales, para la coordinación de actuaciones...",1,1,2026-02-12,2026-02-12,international-relations-treaties,"[""international-relations-treaties""]","[{""cluster_id"": ""international-relations-treaties"", ""issue_review_status"": ""heuristic"", ""label"": ""Relaciones internacionales, tratados y acuerdos exteriores"", ""matched_keywords"": [""convenio""], ""method"": ""label_keyword_v1""}]",/accountability-dossiers/issues/policy-event-boe-boe-api-legal-boe-a-2026-3280-1d95b2m/,set_clusters,international-relations-treaties,"[""international-relations-treaties""]",Dev,2026-05-11,ICEX/CEOE agreement supports internationalization of Spanish companies.,copy_decision_template_to_accountability_issue_cluster_issue_reviews_seed_v1
