link_key,fragment_id,norm_id,boe_id_context,delegated_institution_label,designated_role_title,reasons_csv,candidate_rank_for_link,candidate_score,candidate_relevance_bucket,autofill_confidence,candidate_boe_id,candidate_doc_url,candidate_publication_date,candidate_publication_date_iso,candidate_department,candidate_title,candidate_person_hint,role_token_overlap,institution_token_overlap,institution_overlap_min,institution_overlap_ok,suggested_reviewed_designated_actor_label,suggested_reviewed_enforcement_evidence_date,suggested_reviewed_source_url,suggested_reviewed_evidence_quote,recommended_action,review_status,review_note
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,4,46,strong,high,BOE-A-2000-9987,https://www.boe.es/buscar/doc.php?id=BOE-A-2000-9987,30/05/2000,2000-05-30,Ministerio de Hacienda,"Resolución de 22 de mayo de 2000, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Manuel Trigo Portela como Delegado especial adjunto de Planificación y Control en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",Manuel Trigo Portela,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2000-9987,"Resolución de 22 de mayo de 2000, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Manuel Trigo Portela como Delegado especial adjunto de Planificación y Control en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,5,45,strong,high,BOE-A-1999-7873,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7873,08/04/1999,1999-04-08,Ministerio de Economía y Hacienda,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Eduardo Córdoba Ocaña como Delegado especial adjunto ejecutivo en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",Eduardo Córdoba Ocaña,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7873,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Eduardo Córdoba Ocaña como Delegado especial adjunto ejecutivo en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,6,44,strong,high,BOE-A-1999-7874,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7874,08/04/1999,1999-04-08,Ministerio de Economía y Hacienda,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Daniel Salido del Pozo como Delegado especial adjunto de Planificación y Control en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",Juan Daniel Salido del Pozo,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7874,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Daniel Salido del Pozo como Delegado especial adjunto de Planificación y Control en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,7,43,strong,high,BOE-A-1999-7877,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7877,08/04/1999,1999-04-08,Ministerio de Economía y Hacienda,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Antonio Monill Serra como Delegado especial adjunto en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Cataluña.",Antonio Monill Serra,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7877,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Antonio Monill Serra como Delegado especial adjunto en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Cataluña.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,8,42,strong,high,BOE-A-1999-7878,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7878,08/04/1999,1999-04-08,Ministerio de Economía y Hacienda,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Inocente Altozano Ferragut como Delegado especial adjunto en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Valencia.",Inocente Altozano Ferragut,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1999-7878,"Resolución de 18 de marzo de 1999, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Inocente Altozano Ferragut como Delegado especial adjunto en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Valencia.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,9,41,strong,high,BOE-A-1998-21461,https://www.boe.es/buscar/doc.php?id=BOE-A-1998-21461,11/09/1998,1998-09-11,Ministerio de Economía y Hacienda,"Resolución de 4 de septiembre de 1998, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Yolanda González Carballeira como Delegada Especial adjunta para los Servicios en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",Yolanda González Carballeira,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1998-21461,"Resolución de 4 de septiembre de 1998, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Yolanda González Carballeira como Delegada Especial adjunta para los Servicios en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,10,40,strong,high,BOE-A-1997-24693,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-24693,19/11/1997,1997-11-19,Ministerio de Economía y Hacienda,"Resolución de 12 de noviembre de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Ana María Naveira Naveira como Delegada Especial de la Delegación Especial de la Agencia Estatal de Administración Tributaria de Madrid.",Ana María Naveira Naveira,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-24693,"Resolución de 12 de noviembre de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Ana María Naveira Naveira como Delegada Especial de la Delegación Especial de la Agencia Estatal de Administración Tributaria de Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,11,40,strong,high,BOE-A-1997-17834,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-17834,07/08/1997,1997-08-07,Ministerio de Economía y Hacienda,"Resolución de 30 de julio de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Daniel Salido del Pozo como Delegado especial adjunto para las Administraciones en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",Juan Daniel Salido del Pozo,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-17834,"Resolución de 30 de julio de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Daniel Salido del Pozo como Delegado especial adjunto para las Administraciones en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal|Ministerio de Hacienda|AEAT|Delegaciones AEAT|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23186,es:boe-a-2003-23186:fragment:articulo:bloque-sancionador-principal,es:boe-a-2003-23186,BOE-A-2003-23186,AEAT,Delegacion Especial,institutional_designated_actor,12,40,strong,high,BOE-A-1996-17115,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-17115,26/07/1996,1996-07-26,Ministerio de Economía y Hacienda,"Resolución de 22 de julio de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Soledad Fernández Doctor, como Delegada Especial Adjunta para las Administraciones en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",María Soledad Fernández Doctor,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-17115,"Resolución de 22 de julio de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Soledad Fernández Doctor, como Delegada Especial Adjunta para las Administraciones en la Delegación Especial de la Agencia Estatal de Administración Tributaria en Madrid.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,1,49,strong,high,BOE-A-2004-7862,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-7862,29/04/2004,2004-04-29,Ministerio de Economía y Hacienda,"Corrección de erratas de la Resolución de 23 de abril de 2004, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Marta Guelbenzu Robles como Directora del Gabinete del Director General de la Agencia Estatal de Administración Tributaria.",Marta Guelbenzu Robles,1,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-7862,"Corrección de erratas de la Resolución de 23 de abril de 2004, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Marta Guelbenzu Robles como Directora del Gabinete del Director General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,2,48,strong,high,BOE-A-2004-7797,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-7797,28/04/2004,2004-04-28,Ministerio de Economía y Hacienda,"Resolución de 23 de abril de 2004, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Marta Guelbenzu Robles como Directora del Gabinete del Director General de la Agencia Estatal de Administración Tributaria.",Marta Guelbenzu Robles,1,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2004-7797,"Resolución de 23 de abril de 2004, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Marta Guelbenzu Robles como Directora del Gabinete del Director General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,3,47,strong,high,BOE-A-2001-17172,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17172,11/09/2001,2001-09-11,Ministerio de Hacienda,"Resolución de 6 de septiembre de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Manuel de Vicente-Tutor Rodríguez como Jefe del Gabinete Técnico del Director general de la Agencia Estatal de Administración Tributaria.",Manuel de Vicente-Tutor Rodríguez,1,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-17172,"Resolución de 6 de septiembre de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Manuel de Vicente-Tutor Rodríguez como Jefe del Gabinete Técnico del Director general de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,4,46,strong,high,BOE-A-1998-28124,https://www.boe.es/buscar/doc.php?id=BOE-A-1998-28124,05/12/1998,1998-12-05,Ministerio de Economía y Hacienda,"Resolución de 2 de diciembre de 1998, de la Presidencia de la Agencia Estatal de la Administración Tributaria, por la que se dispone el nombramiento de doña Ángeles Fernández Pérez como Jefe del Gabinete Técnico del Director general de la Agencia Estatal de Administración Tributaria.",Ángeles Fernández Pérez,1,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1998-28124,"Resolución de 2 de diciembre de 1998, de la Presidencia de la Agencia Estatal de la Administración Tributaria, por la que se dispone el nombramiento de doña Ángeles Fernández Pérez como Jefe del Gabinete Técnico del Director general de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,5,45,strong,high,BOE-A-1993-22987,https://www.boe.es/buscar/doc.php?id=BOE-A-1993-22987,14/09/1993,1993-09-14,Ministerio de Economía y Hacienda,"Resolución de 13 de septiembre de 1993, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Isabel Martínez Gil como Jefa del Gabinete Técnico del Director general de la Agencia.",María Isabel Martínez Gil,1,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1993-22987,"Resolución de 13 de septiembre de 1993, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María Isabel Martínez Gil como Jefa del Gabinete Técnico del Director general de la Agencia.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,6,44,strong,high,BOE-A-2000-15274,https://www.boe.es/buscar/doc.php?id=BOE-A-2000-15274,11/08/2000,2000-08-11,Ministerio de Hacienda,"Resolución de 2 de agosto de 2000, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Vicente Peirats Cuesta como Vocal Asesor del Gabinete Técnico de la Dirección General de la Agencia Estatal de Administración Tributaria.",Vicente Peirats Cuesta,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2000-15274,"Resolución de 2 de agosto de 2000, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Vicente Peirats Cuesta como Vocal Asesor del Gabinete Técnico de la Dirección General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,7,43,strong,high,BOE-A-1997-17316,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-17316,31/07/1997,1997-07-31,Ministerio de Economía y Hacienda,"Resolución de 24 de julio de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Emilio Pujalte Méndez-Leite como Vocal asesor en el Gabinete Técnico de la Dirección General de la Agencia Estatal de Administración Tributaria.",Emilio Pujalte Méndez-Leite,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-17316,"Resolución de 24 de julio de 1997, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Emilio Pujalte Méndez-Leite como Vocal asesor en el Gabinete Técnico de la Dirección General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,8,42,medium,medium,BOE-A-1997-89,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-89,03/01/1997,1997-01-03,Ministerio de Economía y Hacienda,"Resolución de 30 de diciembre de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento a don José Ignacio Ruiz Toledano como Vocal asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1997-89,"Resolución de 30 de diciembre de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento a don José Ignacio Ruiz Toledano como Vocal asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,9,41,strong,high,BOE-A-1996-22470,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-22470,12/10/1996,1996-10-12,Ministerio de Economía y Hacienda,"Resolución de 26 de septiembre de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Nieves Peral Pacheco, como Vocal Asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",Nieves Peral Pacheco,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-22470,"Resolución de 26 de septiembre de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Nieves Peral Pacheco, como Vocal Asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,10,40,strong,high,BOE-A-1996-15179,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-15179,03/07/1996,1996-07-03,Ministerio de Economía y Hacienda,"Resolución de 28 de junio de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Asunción Pérez Román como Vocal Asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",Asunción Pérez Román,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-1996-15179,"Resolución de 28 de junio de 1996, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña Asunción Pérez Román como Vocal Asesor en el Gabinete de la Dirección General de la Agencia Estatal de Administración Tributaria.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,11,40,strong,high,BOE-A-2001-4311,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-4311,03/03/2001,2001-03-03,Ministerio de Hacienda,"Resolución de 31 de enero de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María José Bárbara Silvar Formoso como Vocal Asesor en el Gabinete Técnico de la Dirección General de la Agencia.",María José Bárbara Silvar Formoso,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-4311,"Resolución de 31 de enero de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de doña María José Bárbara Silvar Formoso como Vocal Asesor en el Gabinete Técnico de la Dirección General de la Agencia.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias|Ministerio de Hacienda|AEAT|Agencia Estatal de Administracion Tributaria|https://www.boe.es/buscar/act.php?id=BOE-A-2003-23514,es:boe-a-2003-23514:fragment:articulo:bloque-de-infracciones-tributarias,es:boe-a-2003-23514,BOE-A-2003-23514,AEAT,Direccion General de la AEAT,institutional_designated_actor,12,40,strong,high,BOE-A-2001-4312,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-4312,03/03/2001,2001-03-03,Ministerio de Hacienda,"Resolución de 15 de febrero de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Francisco Redondo Sánchez como Vocal Asesor en el Gabinete Técnico de la Dirección General de la Agencia.",Juan Francisco Redondo Sánchez,2,4,1,1,,,https://www.boe.es/buscar/doc.php?id=BOE-A-2001-4312,"Resolución de 15 de febrero de 2001, de la Agencia Estatal de Administración Tributaria, por la que se dispone el nombramiento de don Juan Francisco Redondo Sánchez como Vocal Asesor en el Gabinete Técnico de la Dirección General de la Agencia.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,1,29,medium,medium,BOE-A-2024-12397,https://www.boe.es/buscar/doc.php?id=BOE-A-2024-12397,19/06/2024,2024-06-19,Ministerio de Hacienda,"Resolución de 12 de junio de 2024, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se renueva el nombramiento de vocales de la Comisión Consultiva de Ética.",,0,4,1,1,,2024-06-19,https://www.boe.es/buscar/doc.php?id=BOE-A-2024-12397,"Resolución de 12 de junio de 2024, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se renueva el nombramiento de vocales de la Comisión Consultiva de Ética.",review_for_possible_approval,pending,
delegated_enforcement_v1|es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion|Ministerio de Hacienda|AEAT||https://www.boe.es/buscar/act.php?id=BOE-A-2004-18398,es:boe-a-2004-18398:fragment:articulo:bloque-procedimental-y-de-graduacion,es:boe-a-2004-18398,BOE-A-2004-18398,AEAT,Unidad procedimental sancionadora,missing_designated_actor|missing_enforcement_evidence_date,2,28,medium,medium,BOE-A-2010-5072,https://www.boe.es/buscar/doc.php?id=BOE-A-2010-5072,27/03/2010,2010-03-27,Ministerio de Economía y Hacienda,"Resolución de 17 de marzo de 2010, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se delega el ejercicio de las competencias para el nombramiento y cese de los representantes de la Agencia Estatal de Administración Tributaria en las Comisiones o grupos de trabajo del Consejo Superior para la Dirección y Coordinación de la Gestión Tributaria, así como para el nombramiento y cese de los representantes y sus sustitutos de la Agencia en los Consejos Territoriales para la Dirección y Coordinación de la Gestión Tributaria.",,0,4,1,1,,2010-03-27,https://www.boe.es/buscar/doc.php?id=BOE-A-2010-5072,"Resolución de 17 de marzo de 2010, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se delega el ejercicio de las competencias para el nombramiento y cese de los representantes de la Agencia Estatal de Administración Tributaria en las Comisiones o grupos de trabajo del Consejo Superior para la Dirección y Coordinación de la Gestión Tributaria, así como para el nombramiento y cese de los representantes y sus sustitutos de la Agencia en los Consejos Territoriales para la Dirección y Coordinación de la Gestión Tributaria.",review_for_possible_approval,pending,
